event,gender,age_group,min_age,max_age,value,points
Standing Power Throw,Male,57-61,57,61,5.2,48
Standing Power Throw,Female,57-61,57,61,3.4,48
Standing Power Throw,Male,Over 62,62,100,4.8,48
Standing Power Throw,Female,Over 62,62,100,3.4,48
Standing Power Throw,Male,17-21,17,21,5.7,47
Standing Power Throw,Female,17-21,17,21,3.8,47
Standing Power Throw,Male,22-26,22,26,6.1,47
Standing Power Throw,Female,22-26,22,26,3.9,47
Standing Power Throw,Male,27-31,27,31,6.2,47
Standing Power Throw,Female,27-31,27,31,4.0,47
Standing Power Throw,Male,32-36,32,36,6.2,47
Standing Power Throw,Female,32-36,32,36,4.0,47
Standing Power Throw,Male,37-41,37,41,6.1,47
Standing Power Throw,Female,37-41,37,41,4.0,47
Standing Power Throw,Male,42-46,42,46,6.0,47
Standing Power Throw,Female,42-46,42,46,3.7,47
Standing Power Throw,Male,47-51,47,51,5.7,47
Standing Power Throw,Female,47-51,47,51,3.6,47
Standing Power Throw,Male,52-56,52,56,5.4,47
Standing Power Throw,Female,52-56,52,56,3.4,47
Standing Power Throw,Male,57-61,57,61,5.1,47
Standing Power Throw,Female,57-61,57,61,3.4,47
Standing Power Throw,Male,Over 62,62,100,4.8,47
Standing Power Throw,Female,Over 62,62,100,3.4,47
Standing Power Throw,Male,17-21,17,21,5.7,46
Standing Power Throw,Female,17-21,17,21,3.8,46
Standing Power Throw,Male,22-26,22,26,6.1,46
Standing Power Throw,Female,22-26,22,26,3.9,46
Standing Power Throw,Male,27-31,27,31,6.2,46
Standing Power Throw,Female,27-31,27,31,4.0,46
Standing Power Throw,Male,32-36,32,36,6.2,46
Standing Power Throw,Female,32-36,32,36,4.0,46
Standing Power Throw,Male,37-41,37,41,6.1,46
Standing Power Throw,Female,37-41,37,41,4.0,46
Standing Power Throw,Male,42-46,42,46,6.0,46
Standing Power Throw,Female,42-46,42,46,3.7,46
Standing Power Throw,Male,47-51,47,51,5.7,46
Standing Power Throw,Female,47-51,47,51,3.6,46
Standing Power Throw,Male,52-56,52,56,5.4,46
Standing Power Throw,Female,52-56,52,56,3.4,46
Standing Power Throw,Male,57-61,57,61,5.1,46
Standing Power Throw,Female,57-61,57,61,3.4,46
Standing Power Throw,Male,Over 62,62,100,4.8,46
Standing Power Throw,Female,Over 62,62,100,3.4,46
Standing Power Throw,Male,17-21,17,21,5.7,45
Standing Power Throw,Female,17-21,17,21,3.8,45
Standing Power Throw,Male,22-26,22,26,6.1,45
Standing Power Throw,Female,22-26,22,26,3.9,45
Standing Power Throw,Male,27-31,27,31,6.2,45
Standing Power Throw,Female,27-31,27,31,4.0,45
Standing Power Throw,Male,32-36,32,36,6.2,45
Standing Power Throw,Female,32-36,32,36,4.0,45
Standing Power Throw,Male,37-41,37,41,6.1,45
Standing Power Throw,Female,37-41,37,41,4.0,45
Standing Power Throw,Male,42-46,42,46,6.0,45
Standing Power Throw,Female,42-46,42,46,3.7,45
Standing Power Throw,Male,47-51,47,51,5.7,45
Standing Power Throw,Female,47-51,47,51,3.6,45
Standing Power Throw,Male,52-56,52,56,5.4,45
Standing Power Throw,Female,52-56,52,56,3.4,45
Standing Power Throw,Male,57-61,57,61,5.1,45
Standing Power Throw,Female,57-61,57,61,3.4,45
Standing Power Throw,Male,Over 62,62,100,4.8,45
Standing Power Throw,Female,Over 62,62,100,3.4,45
Standing Power Throw,Male,17-21,17,21,5.7,44
Standing Power Throw,Female,17-21,17,21,3.7,44
Standing Power Throw,Male,22-26,22,26,6.0,44
Standing Power Throw,Female,22-26,22,26,3.8,44
Standing Power Throw,Male,27-31,27,31,6.1,44
Standing Power Throw,Female,27-31,27,31,3.9,44
Standing Power Throw,Male,32-36,32,36,6.2,44
Standing Power Throw,Female,32-36,32,36,3.9,44
Standing Power Throw,Male,37-41,37,41,6.1,44
Standing Power Throw,Female,37-41,37,41,3.9,44
Standing Power Throw,Male,42-46,42,46,5.9,44
Standing Power Throw,Female,42-46,42,46,3.7,44
Standing Power Throw,Male,47-51,47,51,5.7,44
Standing Power Throw,Female,47-51,47,51,3.5,44
Standing Power Throw,Male,52-56,52,56,5.4,44
Standing Power Throw,Female,52-56,52,56,3.3,44
Standing Power Throw,Male,57-61,57,61,5.1,44
Standing Power Throw,Female,57-61,57,61,3.3,44
Standing Power Throw,Male,Over 62,62,100,4.7,44
Standing Power Throw,Female,Over 62,62,100,3.3,44
Standing Power Throw,Male,17-21,17,21,5.7,43
Standing Power Throw,Female,17-21,17,21,3.7,43
Standing Power Throw,Male,22-26,22,26,6.0,43
Standing Power Throw,Female,22-26,22,26,3.8,43
Standing Power Throw,Male,27-31,27,31,6.1,43
Standing Power Throw,Female,27-31,27,31,3.9,43
Standing Power Throw,Male,32-36,32,36,6.2,43
Standing Power Throw,Female,32-36,32,36,3.9,43
Standing Power Throw,Male,37-41,37,41,6.1,43
Standing Power Throw,Female,37-41,37,41,3.9,43
Standing Power Throw,Male,42-46,42,46,5.9,43
Standing Power Throw,Female,42-46,42,46,3.7,43
Standing Power Throw,Male,47-51,47,51,5.7,43
Standing Power Throw,Female,47-51,47,51,3.5,43
Standing Power Throw,Male,52-56,52,56,5.4,43
Standing Power Throw,Female,52-56,52,56,3.3,43
Standing Power Throw,Male,57-61,57,61,5.1,43
Standing Power Throw,Female,57-61,57,61,3.3,43
Standing Power Throw,Male,Over 62,62,100,4.7,43
Standing Power Throw,Female,Over 62,62,100,3.3,43
Standing Power Throw,Male,17-21,17,21,5.6,42
Standing Power Throw,Female,17-21,17,21,3.7,42
Standing Power Throw,Male,22-26,22,26,6.0,42
Standing Power Throw,Female,22-26,22,26,3.8,42
Standing Power Throw,Male,27-31,27,31,6.1,42
Standing Power Throw,Female,27-31,27,31,3.9,42
Standing Power Throw,Male,32-36,32,36,6.1,42
Standing Power Throw,Female,32-36,32,36,3.9,42
Standing Power Throw,Male,37-41,37,41,6.0,42
Standing Power Throw,Female,37-41,37,41,3.9,42
Standing Power Throw,Male,42-46,42,46,5.9,42
Standing Power Throw,Female,42-46,42,46,3.6,42
Standing Power Throw,Male,47-51,47,51,5.6,42
Standing Power Throw,Female,47-51,47,51,3.5,42
Standing Power Throw,Male,52-56,52,56,5.3,42
Standing Power Throw,Female,52-56,52,56,3.3,42
Standing Power Throw,Male,57-61,57,61,5.0,42
Standing Power Throw,Female,57-61,57,61,3.3,42
Standing Power Throw,Male,Over 62,62,100,4.7,42
Standing Power Throw,Female,Over 62,62,100,3.3,42
Standing Power Throw,Male,17-21,17,21,5.6,41
Standing Power Throw,Female,17-21,17,21,3.7,41
Standing Power Throw,Male,22-26,22,26,6.0,41
Standing Power Throw,Female,22-26,22,26,3.8,41
Standing Power Throw,Male,27-31,27,31,6.0,41
Standing Power Throw,Female,27-31,27,31,3.9,41
Standing Power Throw,Male,32-36,32,36,6.1,41
Standing Power Throw,Female,32-36,32,36,3.9,41
Standing Power Throw,Male,37-41,37,41,6.0,41
Standing Power Throw,Female,37-41,37,41,3.9,41
Standing Power Throw,Male,42-46,42,46,5.9,41
Standing Power Throw,Female,42-46,42,46,3.6,41
Standing Power Throw,Male,47-51,47,51,5.6,41
Standing Power Throw,Female,47-51,47,51,3.5,41
Standing Power Throw,Male,52-56,52,56,5.3,41
Standing Power Throw,Female,52-56,52,56,3.3,41
Standing Power Throw,Male,57-61,57,61,5.0,41
Standing Power Throw,Female,57-61,57,61,3.3,41
Standing Power Throw,Male,Over 62,62,100,4.7,41
Standing Power Throw,Female,Over 62,62,100,3.3,41
Standing Power Throw,Male,17-21,17,21,5.6,40
Standing Power Throw,Female,17-21,17,21,3.7,40
Standing Power Throw,Male,22-26,22,26,6.0,40
Standing Power Throw,Female,22-26,22,26,3.8,40
Standing Power Throw,Male,27-31,27,31,6.0,40
Standing Power Throw,Female,27-31,27,31,3.9,40
Standing Power Throw,Male,32-36,32,36,6.1,40
Standing Power Throw,Female,32-36,32,36,3.9,40
Standing Power Throw,Male,37-41,37,41,6.0,40
Standing Power Throw,Female,37-41,37,41,3.9,40
Standing Power Throw,Male,42-46,42,46,5.9,40
Standing Power Throw,Female,42-46,42,46,3.6,40
Standing Power Throw,Male,47-51,47,51,5.6,40
Standing Power Throw,Female,47-51,47,51,3.5,40
Standing Power Throw,Male,52-56,52,56,5.3,40
Standing Power Throw,Female,52-56,52,56,3.3,40
Standing Power Throw,Male,57-61,57,61,5.0,40
Standing Power Throw,Female,57-61,57,61,3.3,40
Standing Power Throw,Male,Over 62,62,100,4.7,40
Standing Power Throw,Female,Over 62,62,100,3.3,40
Standing Power Throw,Male,17-21,17,21,5.6,39
Standing Power Throw,Female,17-21,17,21,3.7,39
Standing Power Throw,Male,22-26,22,26,6.0,39
Standing Power Throw,Female,22-26,22,26,3.8,39
Standing Power Throw,Male,27-31,27,31,6.0,39
Standing Power Throw,Female,27-31,27,31,3.9,39
Standing Power Throw,Male,32-36,32,36,6.1,39
Standing Power Throw,Female,32-36,32,36,3.9,39
Standing Power Throw,Male,37-41,37,41,6.0,39
Standing Power Throw,Female,37-41,37,41,3.9,39
Standing Power Throw,Male,42-46,42,46,5.9,39
Standing Power Throw,Female,42-46,42,46,3.6,39
Standing Power Throw,Male,47-51,47,51,5.6,39
Standing Power Throw,Female,47-51,47,51,3.5,39
Standing Power Throw,Male,52-56,52,56,5.3,39
Standing Power Throw,Female,52-56,52,56,3.3,39
Standing Power Throw,Male,57-61,57,61,5.0,39
Standing Power Throw,Female,57-61,57,61,3.3,39
Standing Power Throw,Male,Over 62,62,100,4.7,39
Standing Power Throw,Female,Over 62,62,100,3.3,39
Standing Power Throw,Male,17-21,17,21,5.5,38
Standing Power Throw,Female,17-21,17,21,3.7,38
Standing Power Throw,Male,22-26,22,26,5.9,38
Standing Power Throw,Female,22-26,22,26,3.8,38
Standing Power Throw,Male,27-31,27,31,6.0,38
Standing Power Throw,Female,27-31,27,31,3.9,38
Standing Power Throw,Male,32-36,32,36,6.1,38
Standing Power Throw,Female,32-36,32,36,3.9,38
Standing Power Throw,Male,37-41,37,41,6.0,38
Standing Power Throw,Female,37-41,37,41,3.9,38
Standing Power Throw,Male,42-46,42,46,5.8,38
Standing Power Throw,Female,42-46,42,46,3.6,38
Standing Power Throw,Male,47-51,47,51,5.6,38
Standing Power Throw,Female,47-51,47,51,3.5,38
Standing Power Throw,Male,52-56,52,56,5.2,38
Standing Power Throw,Female,52-56,52,56,3.3,38
Standing Power Throw,Male,57-61,57,61,5.0,38
Standing Power Throw,Female,57-61,57,61,3.3,38
Standing Power Throw,Male,Over 62,62,100,4.7,38
Standing Power Throw,Female,Over 62,62,100,3.3,38
Standing Power Throw,Male,17-21,17,21,5.5,37
Standing Power Throw,Female,17-21,17,21,3.6,37
Standing Power Throw,Male,22-26,22,26,5.9,37
Standing Power Throw,Female,22-26,22,26,3.8,37
Standing Power Throw,Male,27-31,27,31,5.9,37
Standing Power Throw,Female,27-31,27,31,3.9,37
Standing Power Throw,Male,32-36,32,36,6.0,37
Standing Power Throw,Female,32-36,32,36,3.9,37
Standing Power Throw,Male,37-41,37,41,5.9,37
Standing Power Throw,Female,37-41,37,41,3.8,37
Standing Power Throw,Male,42-46,42,46,5.8,37
Standing Power Throw,Female,42-46,42,46,3.6,37
Standing Power Throw,Male,47-51,47,51,5.5,37
Standing Power Throw,Female,47-51,47,51,3.5,37
Standing Power Throw,Male,52-56,52,56,5.2,37
Standing Power Throw,Female,52-56,52,56,3.2,37
Standing Power Throw,Male,57-61,57,61,5.0,37
Standing Power Throw,Female,57-61,57,61,3.3,37
Standing Power Throw,Male,Over 62,62,100,4.6,37
Standing Power Throw,Female,Over 62,62,100,3.3,37
Standing Power Throw,Male,17-21,17,21,5.5,36
Standing Power Throw,Female,17-21,17,21,3.6,36
Standing Power Throw,Male,22-26,22,26,5.8,36
Standing Power Throw,Female,22-26,22,26,3.8,36
Standing Power Throw,Male,27-31,27,31,5.9,36
Standing Power Throw,Female,27-31,27,31,3.9,36
Standing Power Throw,Male,32-36,32,36,6.0,36
Standing Power Throw,Female,32-36,32,36,3.9,36
Standing Power Throw,Male,37-41,37,41,5.9,36
Standing Power Throw,Female,37-41,37,41,3.8,36
Standing Power Throw,Male,42-46,42,46,5.7,36
Standing Power Throw,Female,42-46,42,46,3.6,36
Standing Power Throw,Male,47-51,47,51,5.5,36
Standing Power Throw,Female,47-51,47,51,3.5,36
Standing Power Throw,Male,52-56,52,56,5.2,36
Standing Power Throw,Female,52-56,52,56,3.2,36
Standing Power Throw,Male,57-61,57,61,5.0,36
Standing Power Throw,Female,57-61,57,61,3.3,36
Standing Power Throw,Male,Over 62,62,100,4.6,36
Standing Power Throw,Female,Over 62,62,100,3.3,36
Standing Power Throw,Male,17-21,17,21,5.5,35
Standing Power Throw,Female,17-21,17,21,3.6,35
Standing Power Throw,Male,22-26,22,26,5.8,35
Standing Power Throw,Female,22-26,22,26,3.8,35
Standing Power Throw,Male,27-31,27,31,5.9,35
Standing Power Throw,Female,27-31,27,31,3.9,35
Standing Power Throw,Male,32-36,32,36,6.0,35
Standing Power Throw,Female,32-36,32,36,3.9,35
Standing Power Throw,Male,37-41,37,41,5.9,35
Standing Power Throw,Female,37-41,37,41,3.8,35
Standing Power Throw,Male,42-46,42,46,5.7,35
Standing Power Throw,Female,42-46,42,46,3.6,35
Standing Power Throw,Male,47-51,47,51,5.5,35
Standing Power Throw,Female,47-51,47,51,3.5,35
Standing Power Throw,Male,52-56,52,56,5.2,35
Standing Power Throw,Female,52-56,52,56,3.2,35
Standing Power Throw,Male,57-61,57,61,5.0,35
Standing Power Throw,Female,57-61,57,61,3.3,35
Standing Power Throw,Male,Over 62,62,100,4.6,35
Standing Power Throw,Female,Over 62,62,100,3.3,35
Standing Power Throw,Male,17-21,17,21,5.4,34
Standing Power Throw,Female,17-21,17,21,3.6,34
Standing Power Throw,Male,22-26,22,26,5.8,34
Standing Power Throw,Female,22-26,22,26,3.8,34
Standing Power Throw,Male,27-31,27,31,5.9,34
Standing Power Throw,Female,27-31,27,31,3.8,34
Standing Power Throw,Male,32-36,32,36,6.0,34
Standing Power Throw,Female,32-36,32,36,3.8,34
Standing Power Throw,Male,37-41,37,41,5.9,34
Standing Power Throw,Female,37-41,37,41,3.8,34
Standing Power Throw,Male,42-46,42,46,5.7,34
Standing Power Throw,Female,42-46,42,46,3.5,34
Standing Power Throw,Male,47-51,47,51,5.5,34
Standing Power Throw,Female,47-51,47,51,3.4,34
Standing Power Throw,Male,52-56,52,56,5.1,34
Standing Power Throw,Female,52-56,52,56,3.2,34
Standing Power Throw,Male,57-61,57,61,5.0,34
Standing Power Throw,Female,57-61,57,61,3.2,34
Standing Power Throw,Male,Over 62,62,100,4.6,34
Standing Power Throw,Female,Over 62,62,100,3.2,34
Standing Power Throw,Male,17-21,17,21,5.4,33
Standing Power Throw,Female,17-21,17,21,3.6,33
Standing Power Throw,Male,22-26,22,26,5.7,33
Standing Power Throw,Female,22-26,22,26,3.8,33
Standing Power Throw,Male,27-31,27,31,5.9,33
Standing Power Throw,Female,27-31,27,31,3.8,33
Standing Power Throw,Male,32-36,32,36,6.0,33
Standing Power Throw,Female,32-36,32,36,3.8,33
Standing Power Throw,Male,37-41,37,41,5.9,33
Standing Power Throw,Female,37-41,37,41,3.8,33
Standing Power Throw,Male,42-46,42,46,5.6,33
Standing Power Throw,Female,42-46,42,46,3.5,33
Standing Power Throw,Male,47-51,47,51,5.5,33
Standing Power Throw,Female,47-51,47,51,3.4,33
Standing Power Throw,Male,52-56,52,56,5.1,33
Standing Power Throw,Female,52-56,52,56,3.2,33
Standing Power Throw,Male,57-61,57,61,5.0,33
Standing Power Throw,Female,57-61,57,61,3.2,33
Standing Power Throw,Male,Over 62,62,100,4.6,33
Standing Power Throw,Female,Over 62,62,100,3.2,33
Standing Power Throw,Male,17-21,17,21,5.4,32
Standing Power Throw,Female,17-21,17,21,3.5,32
Standing Power Throw,Male,22-26,22,26,5.7,32
Standing Power Throw,Female,22-26,22,26,3.8,32
Standing Power Throw,Male,27-31,27,31,5.8,32
Standing Power Throw,Female,27-31,27,31,3.8,32
Standing Power Throw,Male,32-36,32,36,5.9,32
Standing Power Throw,Female,32-36,32,36,3.8,32
Standing Power Throw,Male,37-41,37,41,5.8,32
Standing Power Throw,Female,37-41,37,41,3.7,32
Standing Power Throw,Male,42-46,42,46,5.6,32
Standing Power Throw,Female,42-46,42,46,3.5,32
Standing Power Throw,Male,47-51,47,51,5.4,32
Standing Power Throw,Female,47-51,47,51,3.4,32
Standing Power Throw,Male,52-56,52,56,5.1,32
Standing Power Throw,Female,52-56,52,56,3.1,32
Standing Power Throw,Male,57-61,57,61,5.0,32
Standing Power Throw,Female,57-61,57,61,3.2,32
Standing Power Throw,Male,Over 62,62,100,4.5,32
Standing Power Throw,Female,Over 62,62,100,3.2,32
Standing Power Throw,Male,17-21,17,21,5.3,31
Standing Power Throw,Female,17-21,17,21,3.5,31
Standing Power Throw,Male,22-26,22,26,5.6,31
Standing Power Throw,Female,22-26,22,26,3.8,31
Standing Power Throw,Male,27-31,27,31,5.8,31
Standing Power Throw,Female,27-31,27,31,3.8,31
Standing Power Throw,Male,32-36,32,36,5.9,31
Standing Power Throw,Female,32-36,32,36,3.8,31
Standing Power Throw,Male,37-41,37,41,5.8,31
Standing Power Throw,Female,37-41,37,41,3.7,31
Standing Power Throw,Male,42-46,42,46,5.5,31
Standing Power Throw,Female,42-46,42,46,3.5,31
Standing Power Throw,Male,47-51,47,51,5.4,31
Standing Power Throw,Female,47-51,47,51,3.4,31
Standing Power Throw,Male,52-56,52,56,5.0,31
Standing Power Throw,Female,52-56,52,56,3.1,31
Standing Power Throw,Male,57-61,57,61,5.0,31
Standing Power Throw,Female,57-61,57,61,3.2,31
Standing Power Throw,Male,Over 62,62,100,4.5,31
Standing Power Throw,Female,Over 62,62,100,3.2,31
Standing Power Throw,Male,17-21,17,21,5.3,30
Standing Power Throw,Female,17-21,17,21,3.5,30
Standing Power Throw,Male,22-26,22,26,5.6,30
Standing Power Throw,Female,22-26,22,26,3.8,30
Standing Power Throw,Male,27-31,27,31,5.8,30
Standing Power Throw,Female,27-31,27,31,3.8,30
Standing Power Throw,Male,32-36,32,36,5.9,30
Standing Power Throw,Female,32-36,32,36,3.8,30
Standing Power Throw,Male,37-41,37,41,5.8,30
Standing Power Throw,Female,37-41,37,41,3.7,30
Standing Power Throw,Male,42-46,42,46,5.5,30
Standing Power Throw,Female,42-46,42,46,3.5,30
Standing Power Throw,Male,47-51,47,51,5.4,30
Standing Power Throw,Female,47-51,47,51,3.4,30
Standing Power Throw,Male,52-56,52,56,5.0,30
Standing Power Throw,Female,52-56,52,56,3.1,30
Standing Power Throw,Male,57-61,57,61,5.0,30
Standing Power Throw,Female,57-61,57,61,3.2,30
Standing Power Throw,Male,Over 62,62,100,4.5,30
Standing Power Throw,Female,Over 62,62,100,3.2,30
Standing Power Throw,Male,17-21,17,21,5.3,29
Standing Power Throw,Female,17-21,17,21,3.5,29
Standing Power Throw,Male,22-26,22,26,5.6,29
Standing Power Throw,Female,22-26,22,26,3.8,29
Standing Power Throw,Male,27-31,27,31,5.8,29
Standing Power Throw,Female,27-31,27,31,3.8,29
Standing Power Throw,Male,32-36,32,36,5.9,29
Standing Power Throw,Female,32-36,32,36,3.8,29
Standing Power Throw,Male,37-41,37,41,5.8,29
Standing Power Throw,Female,37-41,37,41,3.7,29
Standing Power Throw,Male,42-46,42,46,5.5,29
Standing Power Throw,Female,42-46,42,46,3.5,29
Standing Power Throw,Male,47-51,47,51,5.4,29
Standing Power Throw,Female,47-51,47,51,3.4,29
Standing Power Throw,Male,52-56,52,56,5.0,29
Standing Power Throw,Female,52-56,52,56,3.1,29
Standing Power Throw,Male,57-61,57,61,5.0,29
Standing Power Throw,Female,57-61,57,61,3.2,29
Standing Power Throw,Male,Over 62,62,100,4.5,29
Standing Power Throw,Female,Over 62,62,100,3.2,29
Standing Power Throw,Male,17-21,17,21,5.2,28
Standing Power Throw,Female,17-21,17,21,3.5,28
Standing Power Throw,Male,22-26,22,26,5.5,28
Standing Power Throw,Female,22-26,22,26,3.8,28
Standing Power Throw,Male,27-31,27,31,5.7,28
Standing Power Throw,Female,27-31,27,31,3.8,28
Standing Power Throw,Male,32-36,32,36,5.8,28
Standing Power Throw,Female,32-36,32,36,3.8,28
Standing Power Throw,Male,37-41,37,41,5.7,28
Standing Power Throw,Female,37-41,37,41,3.7,28
Standing Power Throw,Male,42-46,42,46,5.4,28
Standing Power Throw,Female,42-46,42,46,3.5,28
Standing Power Throw,Male,47-51,47,51,5.3,28
Standing Power Throw,Female,47-51,47,51,3.3,28
Standing Power Throw,Male,52-56,52,56,5.0,28
Standing Power Throw,Female,52-56,52,56,3.1,28
Standing Power Throw,Male,57-61,57,61,5.0,28
Standing Power Throw,Female,57-61,57,61,3.2,28
Standing Power Throw,Male,Over 62,62,100,4.5,28
Standing Power Throw,Female,Over 62,62,100,3.2,28
Standing Power Throw,Male,17-21,17,21,5.2,27
Standing Power Throw,Female,17-21,17,21,3.5,27
Standing Power Throw,Male,22-26,22,26,5.5,27
Standing Power Throw,Female,22-26,22,26,3.6,27
Standing Power Throw,Male,27-31,27,31,5.7,27
Standing Power Throw,Female,27-31,27,31,3.7,27
Standing Power Throw,Male,32-36,32,36,5.8,27
Standing Power Throw,Female,32-36,32,36,3.7,27
Standing Power Throw,Male,37-41,37,41,5.7,27
Standing Power Throw,Female,37-41,37,41,3.7,27
Standing Power Throw,Male,42-46,42,46,5.4,27
Standing Power Throw,Female,42-46,42,46,3.4,27
Standing Power Throw,Male,47-51,47,51,5.3,27
Standing Power Throw,Female,47-51,47,51,3.3,27
Standing Power Throw,Male,52-56,52,56,5.0,27
Standing Power Throw,Female,52-56,52,56,3.1,27
Standing Power Throw,Male,57-61,57,61,5.0,27
Standing Power Throw,Female,57-61,57,61,3.2,27
Standing Power Throw,Male,Over 62,62,100,4.5,27
Standing Power Throw,Female,Over 62,62,100,3.2,27
Standing Power Throw,Male,17-21,17,21,5.2,26
Standing Power Throw,Female,17-21,17,21,3.5,26
Standing Power Throw,Male,22-26,22,26,5.4,26
Standing Power Throw,Female,22-26,22,26,3.6,26
Standing Power Throw,Male,27-31,27,31,5.6,26
Standing Power Throw,Female,27-31,27,31,3.7,26
Standing Power Throw,Male,32-36,32,36,5.7,26
Standing Power Throw,Female,32-36,32,36,3.7,26
Standing Power Throw,Male,37-41,37,41,5.6,26
Standing Power Throw,Female,37-41,37,41,3.7,26
Standing Power Throw,Male,42-46,42,46,5.3,26
Standing Power Throw,Female,42-46,42,46,3.4,26
Standing Power Throw,Male,47-51,47,51,5.2,26
